hexID,t.count,t.pos,t.neg,t.neu,i.count,i.pos,i.neg,i.neu,t.norm,i.norm,odds
792,5,2.24,1.6145,1.1435,15,7.56316666666667,1.766,4.67066666666667,0.1251,0.386477777777778,0.296172238259988
793,1,0,0,0,1,0,0,0,0,0,0
794,1,0.592,0.092,0.316,1,0,0,0,0.5,0,0
795,1,0,0,0,1,0,0,0,0,0,0
796,7,4.06883333333333,0.977666666666667,1.95266666666667,1,0,0,0,0.441595238095238,0,0
797,8,4.1004,1.5107,2.3914,117,55.1286619047619,20.8513285714286,38.0013,0.3237125,0.292968660968661,0.0743787325562824
798,45,21.4846666666667,10.54325,11.9735,274,146.317935714286,32.417330952381,79.2708666666667,0.243142592592593,0.415695637817171,0.146835496016153
799,525,260.137528937729,107.251975152625,153.618128571429,526,280.637596248196,63.8365893217893,160.522406637807,0.291210578638293,0.412169214688987,0.926951814067218
800,151,80.0597222222222,28.1738888888889,41.7784555555556,348,188.035467490843,34.4329167582418,91.5348001831502,0.343614790286976,0.441386640036209,0.425769261993731
801,242,129.97556503268,41.3284210784314,66.7196810457516,822,430.943473809524,82.2106595238095,281.707309523809,0.366310512207638,0.424249165797706,0.301606992405989
802,60,31.579880952381,9.89107142857143,17.5300476190476,1,0,0,0,0.361480158730159,0,0
803,1,0,0,0,1,0,0,0,0,0,0
804,1,0,0,0,6,3.34825,0.9065,1.7465,0,0.406958333333333,0
805,37,16.8545666666667,7.9846,11.1595333333333,50,27.8125833333333,6.13575,14.048,0.239728828828829,0.433536666666667,0.606005075640223
806,155,77.5688294372294,34.4171455988456,42.0262245310245,40,22.9611944444444,4.35044444444444,12.6906111111111,0.278397960247638,0.46526875,3.37825759129868
807,26,14.2496333333333,3.84183333333333,7.90658333333333,1,0,0,0,0.4003,0,0
808,29,14.85025,6.0707297979798,8.08448611111111,1,0,0,0,0.302742075931731,0,0
